id,name,phone,timeOpen,ratingAverage,details,rangePrice,Longitude,Latitude,address
1782,Sushi Wagao,+84 90 270 51 25,Đang mở cửa: 11:00 SA - 10:00 CH,5.0,"Kiểu Nhật, Hải sản, Sushi, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.706179,10.776781,"Hum Vegetarian, Lounge & Restaurant, Thi Sách, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1783,Sushi World,+84 8 3823 5089,Đang mở cửa: 11:00 SA - 10:00 CH,4.0,"Kiểu Nhật, Sushi, Kiểu Á, Bữa tối, Bữa trưa, Bữa nửa buổi, Đồ uống, Đặt chỗ, Phục vụ đồ uống có cồn, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.6952467,10.8001516,"Hẻm 125 Đường Lê Văn Duyệt, Phường 3, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 72317, Việt Nam"
1784,Sushikin Japanese Restaurant,+84 8 3925 7670,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 11:00 CH,4.5,"Sushi, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.700683,10.791347,"Green House, Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1785,Sushiyo,+84 93 819 43 84,,5.0,Sushi,100.000 vnd - 400.000 vnd,106.6918242,10.7714469,"Hẻm 60 Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1786,Suzunoya,+84 122 933 4842,,4.5,"Kiểu Nhật, Wifi miễn phí",700.000 vnd - 1.000.000 vnd,106.6897795,10.7701922,"Khách Sạn & Cafe Like, 37, Hẻm 150 Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1787,Swan Cafe & Bakery,+84 90 833 03 30,Đang mở cửa: 07:00 SA - 12:00 SA,4.5,"Cà phê, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống, Ngồi ngoài trời, Bữa ăn tự chọn, Chỗ ngồi, Bãi đỗ xe đường phố, Thanh toán điện tử, Chấp nhận thẻ tín dụng",400.000 vnd - 700.000 vnd,106.6031013,10.7519052,"宝仁厂, Đường Trần Văn Giàu, Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh, 73118, Việt Nam"
1788,Swensens Icecream,+84 8 3829 2010,,4.5,Món kết hợp,400.000 vnd - 700.000 vnd,106.7040274,10.7724687,"Bún Chả Hồ Gươm, Hẻm 53 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1789,Syunkato,+84 28 3535 6017,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 11:00 CH,4.0,"Kiểu Nhật, Sushi, Ẩm thực Kaiseki, Phong cách ẩm thực Kappo, Bữa trưa, Bữa tối, Đồ uống, Đặt chỗ, Chỗ ngồi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Wifi miễn phí, Dịch vụ bàn, Rượu và bia, Chấp nhận thẻ tín dụng",700.000 vnd - 1.000.000 vnd,106.6984947,10.780987,"Tòa nhà Diamond Plaza, Đường Nguyễn Văn Chiêm, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1790,T.A Kitchen & Bar,+84 78 416 0929,Đóng cửa sau 57 phút nữa:  Xem tất cả giờ,5.0,"Quầy bar, Kiểu Âu, Kiểu Á, Món kết hợp, Tốt cho sức khỏe, Bữa sáng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6820152,10.7924576,"Quán Ngự Bình, 82, Hẻm 129 Cao Thắng, Phường 17, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 70150, Việt Nam"
1791,T.Plus BBQ World Restaurant,+84 91 606 88 00,Đang mở cửa: 06:30 SA - 11:30 CH,4.0,"Đồ nướng, Kiểu Á, Bữa trưa, Bữa tối, Bữa sáng, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.6296638,10.8230989,"Trường Chinh, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh, 71509, Việt Nam"
1792,Taco Del Sol,+84 79 999 1816,,5.0,"Kiểu Mexico, Kiểu Mỹ, Kiểu Tây nam, Kiểu Nam Mỹ, Kiểu Trung Mỹ",400.000 vnd - 700.000 vnd,106.7304248,10.8102337,"The British International School, AP2 Campus, 246, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71107, Việt Nam"
1793,TacoLeo,+84 90 363 29 07,,3.5,"Kiểu Mexico, Kiểu Mỹ, Cửa hàng thức ăn ngon, Kiểu Bữa tối, Kiểu Nam Mỹ, Kiểu Colombia",100.000 vnd - 400.000 vnd,106.6654909,10.7961873,"Nhà Hàng KingBBQ, Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, Thành phố Hồ Chí Minh, 72106, Việt Nam"
1794,Tacos Fuego,+84 93 402 05 21,Đang mở cửa: 10:00 SA - 12:00 SA,4.5,"Kiểu Mexico, Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6717349,10.7669079,"492, Đường Sư Vạn Hạnh, Phường 9, Quận 10, Thành phố Hồ Chí Minh, 72406, Việt Nam"
1795,Taj Mahal Restaurant,+84 90 837 76 22,,4.5,"Kiểu Ấn Độ, Kiểu Á, Kiểu Pakistan, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Bữa trưa, Bữa tối, Đêm muộn",400.000 vnd - 700.000 vnd,106.7006533,10.7577088,"6, Đường Số 45, Phường 6, Quận 4, Thành phố Hồ Chí Minh, 72800, Việt Nam"
1796,Takashimaya,+84 8 3821 1565,,4.0,"Kiểu Nhật, Phù hợp với người ăn chay, Bữa nửa buổi, Bữa tối",700.000 vnd - 1.000.000 vnd,106.7038091,10.7752081,"Khách Sạn Bông Sen Sài Gòn, Đường Ðồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1797,Tako Oh! Takoyaki,+84 99 699 69 98,,4.5,"Kiểu Nhật, Bữa tối",700.000 vnd - 1.000.000 vnd,106.7438676,10.8331853,"Phà Bình Qưới, Bình Quới, Phường 28, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 72309, Việt Nam"
1798,Takoya,+84 28 3825 0333,,4.5,Kiểu Nhật,100.000 vnd - 400.000 vnd,106.6988067,10.7651442,"Hội Quán Quảng Triệu, Đường Yersin, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
1799,"Takumi-Tei, Sài Gòn",+84 812 333 733,Đang mở cửa: 10:00 SA - 10:00 CH,5.0,"Sushi, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống, Giao hàng, Đặt chỗ, Ngồi ngoài trời, Bữa ăn tự chọn, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Đỗ xe có người coi, Có ghế ăn cho bé, Quầy bar đầy đu",400.000 vnd - 700.000 vnd,106.700961,10.773325,"Saigon Centre, Đường Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1800,Tam Hao Handpull Noodles,+84 8 3915 1595,Đang mở cửa: 08:00 SA - 11:00 CH,3.5,"Kiểu Á, Kiểu Trung Quốc, Món kết hợp, Kiểu Việt, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.6386231,10.795698,"Trạm Xe Bus Ba Vân - Âu Cơ, Đường Ba Vân, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh, 72012, Việt Nam"
1801,Tân Cà Phê,+84 28 6682 8816,Đang mở cửa: 06:30 SA - 10:00 CH,5.0,"Cà phê, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.7191793,10.727837,"Crescent Residence 1, 103, Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
1802,Tan Hai Van,08-839-9617,Đang mở cửa: 12:00 SA - 11:59 CH,3.5,"Kiểu Trung Quốc, Hải sản, Kiểu Á, Phù hợp với người ăn chay, Bữa nửa buổi, Bữa trưa, Bữa tối, Đồ uống, Đêm muộn",400.000 vnd - 700.000 vnd,106.6907096,10.7697293,"Nhà Hàng Đèn Lồng, 130, Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1803,Tandoor,+84 28 3930 4839,Đang mở cửa: 11:00 SA - 11:00 CH,4.0,"Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten",400.000 vnd - 700.000 vnd,106.7258863,10.7668401,"Nhà Hàng Diệu Hạnh, Nguyễn Cơ Thạch, Phường An Lợi Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 72806, Việt Nam"
1804,Tapas Kitchen,+84 90 690 05 23,,4.0,Kiểu Tây Ban Nha,400.000 vnd - 700.000 vnd,106.6801209,10.7927459,"ACBbank, Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 70150, Việt Nam"
1805,"Tartine Saigon - 215 Ly Tu Trong, Q1",+84 775 600 169,Đang mở cửa: 07:00 SA - 10:00 CH,5.0,"Quốc tế, Kiểu Âu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống, Giao hàng, Chỗ ngồi, Phục vụ đồ uống có cồn, Chấp nhận thẻ tín dụng",400.000 vnd - 700.000 vnd,106.6911428,10.780981,"Nhà Hàng Belgo Belgian Craft Beer Brewery, Đường Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
1806,Tartine Saïgon An Phu,+84 90 947 45 33,Đang đóng cửa:  Xem tất cả giờ,4.5,"Cà phê, Quốc tế, Kiểu Pháp, Thịt nướng, Quán bar phục vụ đồ ăn, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống, Giao hàng, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời, Chỗ ngồi, Bãi đỗ xe đường phố, Có ghế ăn cho bé, ",400.000 vnd - 700.000 vnd,106.6797546,10.7671954,"Hẻm 595 Nguyễn Ðình Chiểu, Phường 2, Quận 3, Thành phố Hồ Chí Minh, 72406, Việt Nam"
1807,Tartine Saïgon Binh Thanh,+84 90 383 89 45,Đang mở cửa: 07:00 SA - 10:00 CH,4.0,"Quốc tế, Kiểu Âu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống, Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Bãi đỗ xe đường phố, Có ghế ăn cho bé, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Wi",400.000 vnd - 700.000 vnd,106.7038265,10.7726522,"Prince Hotel Saigon, 63, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1808,Tasaki BBQ,+84 28 7307 6899,Đang mở cửa: 10:00 SA - 10:00 CH,5.0,"Kiểu Nhật, Đồ nướng, Bữa trưa, Bữa tối",700.000 vnd - 1.000.000 vnd,106.6996025,10.7771384,"Chung cư 158 Pasteur, Pastier, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1809,Tassui Japanese Dining & Lounge,+84 91 135 66 86,Đang mở cửa: 11:00 SA - 10:00 CH,4.5,"Kiểu Nhật, Sushi, Quán bar phục vụ đồ ăn, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Đồ uống, Đặt chỗ, Ăn tối phòng riêng, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Rượu và bia, Thanh toán điện tử, Wifi miễn phí, Nhạc sống, Quán bar có n",700.000 vnd - 1.000.000 vnd,106.6653208,10.8132653,"Highlands Coffee, Hồng Hà, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, 70048, Việt Nam"
1810,Taste Of Saigon,+84 90 282 09 98,Đang mở cửa: 07:00 SA - 10:00 CH,5.0,"Đồ ăn nhanh, Kiểu Việt, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.7033317,10.7748073,"Khách Sạn Oscar, 68a, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1811,Taster B,+84 89 833 81 68,,5.0,"Kiểu Ý, Kiểu Pháp, Kiểu Âu, Cửa hàng thức ăn ngon, Tốt cho sức khỏe",400.000 vnd - 700.000 vnd,106.6937621,10.7599676,"13, Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1812,Tau Ben Nghe Floating Restaurant,+84 8 3823 1475,,3.5,"Kiểu Á, Kiểu Việt, Hải sản, Bữa tối, Đặt chỗ, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.7017539,10.7729056,"E-Paso Coffee, 94E, Đường Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1813,Tàu Lửa Quán,+84 96 655 11 03,Đang mở cửa: 08:00 SA - 10:00 CH,5.0,"Kiểu Mỹ, Cà phê, Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",400.000 vnd - 700.000 vnd,106.6921953,10.7703692,"Wanderlust, 10, Nguyễn Văn Tráng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1814,Taverna Greek - Turkish Restaurant,+84 96 311 21 10,Đang mở cửa: 10:30 SA - 10:30 CH,5.0,"Kiểu Thổ Nhĩ Kỳ, Kiểu Hy Lạp, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.6933375,10.7733653,"Galaxy Cinema, Đường Nguyễn Du, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
1815,Tê Tê & Phê Quán,+84 77 470 7182,Đang mở cửa: 08:00 SA - 12:00 SA,5.0,"Nhà hàng bán bia, Quán rượu, Quầy bar, Món kết hợp, Nhà hàng bia, Tùy chọn ăn chay, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.966328,10.407033,"Đường Tắc Xuất, Thị trấn Cần Thạnh, Huyện Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam"
1816,Tea Avenue,+84 90 291 67 69,Đang mở cửa: 07:00 SA - 10:00 CH,5.0,"Kiểu Mexico, Kiểu Mỹ, Kiểu Âu, Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.6561999,10.7920452,"Tự Cường, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, 72117, Việt Nam"
1817,TeemayXO - Dining & Lounge,+84 97 565 97 07,Đang mở cửa: 12:00 SA - 02:00 SA6:00 CH - 02:00 SA,5.0,"Kiểu Á, Món kết hợp, Kiểu Việt, Bữa tối, Đêm muộn, Đồ uống",700.000 vnd - 1.000.000 vnd,106.703627,10.7740739,"Phố đi bộ Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam"
1818,Terminal 46 Mixology Bar,+84 93 127 26 09,Đang mở cửa: 12:00 SA - 11:59 CH,5.0,"Quầy bar, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",1612358 vnd - 5.000.000 vnd,106.7034873,10.7803261,"Nhà Hàng Le Bouchon De Saïgon, Đường Thái Văn Lung, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1819,Terrace Al Sham,+84 88 935 84 01,Đang mở cửa: 10:00 SA - 10:00 CH,5.0,"Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.6286259,10.7240878,"65, Đường Hoàng Ngân, Phường 16, Quận 8, Thành phố Hồ Chí Minh, 73118, Việt Nam"
1820,Terrace Garden Cafe & Restaurant,+84 8 3920 6991,,4.5,"Quầy bar, Hải sản, Quán rượu, Phù hợp với người ăn chay, Bữa tối, Đêm muộn",400.000 vnd - 700.000 vnd,106.6808302,10.7640705,"Trường THPT Chuyên Lê Hồng Phong, 235, Nguyễn Văn Cừ, Phường 4, Quận 5, Thành phố Hồ Chí Minh, 72406, Việt Nam"
1821,Terraviva Pizza & Italian Cuisine,+84 93 752 95 53,Đang đóng cửa:  Xem tất cả giờ,5.0,"Kiểu Ý, Pizza, Kiểu Âu, Cửa hàng thức ăn ngon, Miền Bắc nước Ý, Bữa tối",400.000 vnd - 700.000 vnd,106.7032555,10.7644671,"E.Town Central, 11, Đoàn Văn Bơ, Phường 13, Quận 4, Thành phố Hồ Chí Minh, 72806, Việt Nam"
1822,Texas Chicken,54124496,,4.0,"Kiểu Mỹ, Đồ ăn nhanh, Bữa trưa, Bữa tối, Bữa nửa buổi, Cửa hàng bán thức ăn mang về, Chỗ ngồi",400.000 vnd - 700.000 vnd,106.6654002,10.8351335,"1471, Đường Phan Văn Trị, phường 11, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, 71409, Việt Nam"
1823,Thai Blah Blah,+84 89 811 39 79,,3.5,"Kiểu Thái, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.6985216,10.7823432,"Rạp Phim Cinestar, Đường Hai Bà Trưng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1824,Thai express,+84 8 3824 6928,,3.0,"Kiểu Á, Kiểu Thái, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.6850081,10.7651787,"Quán Ốc Đào, hẻm chợ, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1825,Thai Street,+84 868 242 679,Đang đóng cửa:  Xem tất cả giờ,4.5,"Kiểu Thái, Kiểu Á, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.7030914,10.7749692,"Layla Bar, Nguyễn Thiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1826,Thanh Nien,07 8 822 5909,,4.0,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối, Bữa nửa buổi",400.000 vnd - 700.000 vnd,106.6869943,10.763589,"Cà Phê 1 USD, Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1827,Thanh pho moi binh duong,Chưa xác thực,,4.0,"Kiểu Á, Kiểu Việt, Súp, Bữa sáng, Bữa trưa, Chỗ ngồi, Cửa hàng bán thức ăn mang về",400.000 vnd - 700.000 vnd,106.6923565,10.7864414,"Quán Cơm Chay Yên, Hẻm 66 Đường Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 72210, Việt Nam"
1828,Tháp Ngà - Ẩm Thực Sinh Thái,+84 8 6271 2712,,4.5,Kiểu Việt,100.000 vnd - 400.000 vnd,106.677104,10.787872,"Quán Cơm Tấm Đỗ Phủ, Hẻm Số 339 Đường Lê Văn Sỹ, Phường 13, Quận 3, Thành phố Hồ Chí Minh, 70150, Việt Nam"
1829,The ArcanStone,+84 70 3152 226,Đang mở cửa: 6:00 CH - 11:59 CH,5.0,"Kiểu Pháp, Quầy bar, Cà phê, Quốc tế, Quán rượu, Kiểu Trung Đông, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.700907,10.7702346,"Nhà Xe Toàn Thắng, Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
1830,The ATM Cocktail Bar & Kitchen,+84 90 314 41 23,,4.5,"Quầy bar, Quán rượu, Kiểu Bữa tối, Quầy rượu vang",100.000 vnd - 400.000 vnd,106.7026177,10.7755911,"Nhà Hàng Saigon Garden, 99, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1831,The Attic By Soul,+84 91 757 48 87,Đang mở cửa: 5:00 CH - 03:00 SA,5.0,"Quầy bar, Quán rượu, Kiểu Việt, Quầy rượu vang, Quán bar phục vụ đồ ăn, Bữa tối",400.000 vnd - 700.000 vnd,106.7006022,10.7853911,"Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1832,The Bean Store,+84 3929 5678,Đang mở cửa: 09:00 SA - 10:00 CH,4.0,"Kiểu Nhật, Cà phê, Kiểu Á, Món kết hợp, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.692822,10.767393,"Nhà Hàng Anh Mập, Hẻm 217 Đề Thám, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1833,The Bem Saigon - Bia thủ công (Bùi Viện),+84 93 889 33 71,Đang mở cửa: 5:00 CH - 12:00 SA,5.0,"Kiểu Việt, Quầy bar, Đồ ăn nhanh, Quán rượu, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.701828,10.773179,"Nhà Hàng Temple Club, 29, Tôn Thất Thiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1834,The Bingsu Place,+84 90 384 06 05,Đang mở cửa: 10:00 SA - 9:00 CH,4.5,"Cà phê, Kiểu Á, Kiểu Hàn Quốc, Bữa trưa, Bữa tối, Có bãi đỗ xe, Bãi đỗ xe tập trung miễn phí, Chỉ chấp nhận tiền mặt, Wifi miễn phí",400.000 vnd - 700.000 vnd,106.6877826,10.7829221,"Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
1835,The Blackbird Bar,+84 366 860 924,Đang mở cửa: 5:00 CH - 01:00 SA,5.0,"Đồ ăn nhanh, Quán rượu, Bữa tối",400.000 vnd - 700.000 vnd,106.6919131,10.7619875,"59, Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1836,THE BRIX - Eatery & Bar Lounge,+84 90 785 10 10,Đang mở cửa: 11:00 SA - 12:00 SA,4.5,"Đương đại, Kiểu Âu, Kiểu Á, Món kết hợp, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống",400.000 vnd - 700.000 vnd,106.7057617,10.7819158,"Tous Les Jours, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1837,The Butcher Shop & Grill,+84 93 437 49 92,Đang mở cửa: 5:00 CH - 11:00 CH,3.5,"Quầy bar, Quốc tế, Kiểu Âu, Quán rượu, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống",700.000 vnd - 1.000.000 vnd,106.7394281,10.8045285,"Cửa Hàng Đồ Nội Thất, 23, Đường Trần Ngọc Diện, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
1838,The Cafe Apartments,Chưa xác thực,,4.0,"Kiểu Nhật, Cà phê, Kiểu Việt, Thức ăn đường phố, Bữa trưa, Bữa sáng, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi",700.000 vnd - 1.000.000 vnd,106.7119343,10.7903133,"Hẻm 85 Đường  Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1839,The Cajun Cua,+84 8 6291 0697,Đang mở cửa: 11:00 SA - 12:00 SA,4.0,"Hải sản, Bữa tối, Bữa trưa, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Dịch vụ bàn, Giao hàng, Đặt chỗ, Phục vụ đồ uống có cồn",400.000 vnd - 700.000 vnd,106.635761848457,10.7659290296609,"Đường Kênh Tân Hóa, Phường 3, Quận 11, Thành phố Hồ Chí Minh, 30000, Việt Nam"
1840,The Catchy,+84 90 314 57 97,,5.0,"Kiểu Mỹ, Pizza, Kiểu Anh, Kiểu Hy Lạp, Kiểu Bữa tối, Kiểu Mỹ bản xứ",100.000 vnd - 400.000 vnd,106.7349815,10.8036687,"ObsterScream, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
1841,The Chicken Stop,+84 90 975 71 00,Đang mở cửa: 09:00 SA - 9:00 CH,4.5,"Kiểu Pháp, Kiểu Mỹ, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6974038,10.7431332,"Đường Số 6, Khu dân cư Him Lam, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
1842,The Cloud,+84 28 3971 8888,Đang mở cửa: 3:00 CH - 12:00 SA,5.0,"Quầy bar, Cà phê, Quầy rượu vang, Quốc tế, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng, Nhà hàng không h",400.000 vnd - 700.000 vnd,106.669815,10.764122,"193, Đường Vĩnh Viễn, Phường 4, Quận 10, Thành phố Hồ Chí Minh, 72406, Việt Nam"
1843,The Colour Craft Beer,+84 90 149 64 49,Đang mở cửa: 4:00 CH - 12:00 SA,4.5,"Kiểu Việt, Kiểu Thái, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.7034814,10.7722361,"Silverland Charner, Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1844,The Crab Shack,+84 8 3930 9542,Đang mở cửa: 11:00 SA - 10:00 CH,4.5,"Kiểu Mỹ, Cajun & Creole, Hải sản, Kiểu Á, Kiểu Bữa tối, Bữa trưa, Bữa tối",700.000 vnd - 1.000.000 vnd,106.7309188,10.7958737,"Trạm Xe Bus Cư Xá Điện Lực, Trần Não, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
1845,The Daun Restaurant,+84 859 188 429,Đang mở cửa: 11:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Việt, Kiểu Singapore, Kiểu Malaysia, Kiểu Nhật, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten, Bữa trưa, Bữa tối, Bữa nửa buổi",400.000 vnd - 700.000 vnd,106.6978843,10.769503,"Brick & Barrel, 171, Calmette, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
